;obj_regio3;long;obj_street;obj_baseRent;geo_plz;obj_livingSpace;lat;rel_baseRent;culture;s-stations;university;food;nightlife;spareTime;transportations
3257;Schönefeld-Abtnaundorf;12.407565877821837;Stannebeinplatz;635,38;4347,0;74,75;51.3511435956448;8,500066889632107;1;0;0;5;1;0;6
3258;Lindenau;12.323784684108725;"Endersstra&szlig;e";455,0;4177,0;60,07;51.330734771136896;7,574496420842349;3;1;7;8;6;0;6
3259;Schönefeld-Abtnaundorf;12.407565877821837;Stannebeinplatz;820,25;4347,0;96,5;51.3511435956448;8,5;1;0;0;5;1;0;6
3260;Gohlis-Mitte;12.365475190572472;"J&auml;gerstr.";950,0;4157,0;100,0;51.36905423495869;9,5;1;1;1;8;3;0;4
3261;Burghausen-Rückmarsdorf;12.264278715504773;Auenblick;208,0;4178,0;32,08;51.358352980270006;6,4837905236907725;0;0;0;1;0;0;0
3262;Möckern;12.340230229354212;Christian-Ferkel-Str.;343,0;4159,0;60,3;51.369727577399104;5,688225538971808;2;1;0;4;0;0;3
3263;Zentrum-West;12.357606404971293;"Davidstra&szlig;e";826,35;4109,0;110,18;51.33435936615021;7,5;5;0;4;4;2;0;1
3264;Südvorstadt;12.370029077766596;August-Bebel-Str.;650,0;4275,0;80,0;51.324981373168754;8,125;7;0;4;29;14;0;6
3265;Wahren;12.315839397762403;"Pater-Gordian-Stra&szlig;e";609,0;4159,0;58,0;51.38494166681439;10,5;0;0;0;2;1;0;0
3266;Leutzsch;12.312566447869148;Sattelhofstr.;501,0;4179,0;66,8;51.344914221987494;7,5;7;0;1;5;1;0;3
3267;Zentrum-Nordwest;12.357839305817873;"Waldstra&szlig;e";644,73;4105,0;75,85;51.3450101380758;8,500065919578116;2;0;3;15;3;0;5
3268;Zentrum;12.373015472881017;Burgstr.;701,0;4109,0;87,63;51.3381246803912;7,9995435353189555;20;3;19;39;25;0;20
3269;Eutritzsch;12.378876348816556;"Wilhelm-Sammet-Stra&szlig;e";1199,5;4157,0;95,5;51.362121393558;12,56020942408377;3;1;1;3;5;0;4
3270;Gohlis-Mitte;12.365475190572472;"J&auml;gerstr.";1150,0;4157,0;121,0;51.36905423495869;9,504132231404961;1;1;1;8;3;0;4
3271;Zentrum-Südost;12.388517452352946;"Tarostra&szlig;e";379,0;4103,0;48,39;51.322611177069504;7,832196734862576;3;1;2;2;3;0;4
3272;Anger-Crottendorf;12.415337488164852;"Herbartstra&szlig;e";380,0;4318,0;57,0;51.3328611668536;6,666666666666668;1;1;0;3;1;0;4
3273;Schleußig;12.3382997515409;"Holbeinstra&szlig;e";850,0;4229,0;90,0;51.3208352950189;9,444444444444443;0;0;1;5;3;0;2
3274;Neustadt-Neuschönefeld;12.407747521843007;"Wurzner Stra&szlig;e";716,0;4315,0;84,25;51.3397082024963;8,498516320474778;4;0;6;4;5;0;5
3275;Neustadt-Neuschönefeld;12.405929224484966;"Mei&szlig;ner Str.";476,0;4315,0;68,0;51.347405764498795;7,0;5;0;1;6;4;0;5
3276;Böhlitz-Ehrenberg;12.298136207350874;Leipziger Strasse;390,0;4178,0;60,09;51.3573832881998;6,4902646030953575;0;0;1;3;0;0;3
3277;Schleußig;12.339786419867051;"Industriestra&szlig;e";1570,0;4229,0;136,57;51.3263573970539;11,495936149959727;7;0;2;21;6;0;6
3278;Lausen-Grünau;12.26716572764554;Seffnerstrasse;370,0;4207,0;55,0;51.3134135691428;6,727272727272728;0;0;2;0;0;0;4
3279;Zentrum-Südost;12.388517452352946;"Tarostra&szlig;e";429,0;4103,0;64,71;51.322611177069504;6,629578117756143;3;1;2;2;3;0;4
3280;Stötteritz;12.426739178576002;"Kolmstra&szlig;e";1230,0;4299,0;123,0;51.315855161131104;10,0;0;0;0;4;1;0;3
3281;Möckern;12.335048968673807;"Georg-Schumann-Stra&szlig;e";375,0;4159,0;61,0;51.3705416732015;6,147540983606558;1;0;0;4;1;0;4
3282;Möckern;12.350677500871685;Seelenbinderstr.;499,0;4159,0;72,0;51.3683435418073;6,9305555555555545;0;1;0;7;0;0;3
3283;Zentrum-Südost;12.388517452352946;"Tarostra&szlig;e";429,0;4103,0;64,71;51.322611177069504;6,629578117756143;3;1;2;2;3;0;4
3284;Zentrum-Südost;12.388517452352946;"Tarostra&szlig;e";699,0;4103,0;107,2;51.322611177069504;6,5205223880597005;3;1;2;2;3;0;4
3285;Grünau-Ost;12.304996228140945;"G&auml;rtnerstr.";301,0;4209,0;63,41;51.316848380129;4,746885349313988;0;0;0;2;0;0;4
3286;Zentrum-Ost;12.38936922898155;"Dresdner Stra&szlig;e";1034,84;4103,0;116,82;51.3383719733313;8,858414655024824;6;0;4;7;6;0;10
3287;Möckern;12.350794056679824;"Laubestra&szlig;e";415,0;4159,0;64,3;51.3642964487922;6,454121306376362;0;1;1;5;3;0;4
3288;Altlindenau;12.323085948687401;"Gro&szlig;mannstr.";320,0;4177,0;49,0;51.3415680511291;6,530612244897959;1;0;1;4;4;0;7
3289;Paunsdorf;12.462776635000074;Gundermannstr.;312,12;4329,0;69,36;51.351783056288795;4,5;0;0;0;0;0;0;4
3290;Volkmarsdorf;12.408517162325547;"Eisenbahnstra&szlig;e";549,0;4315,0;77,0;51.345289760114795;7,12987012987013;6;0;6;5;4;0;4
3291;Volkmarsdorf;12.412609000711322;"Bernhardstra&szlig;e";370,0;4315,0;52,38;51.3409700206616;7,063764795723557;2;0;5;5;5;0;5
3292;Probstheida;12.428338868472814;Lene-Voigt-Str.;288,0;4289,0;50,54;51.297058219309996;5,698456667985754;1;0;1;2;0;0;2
3293;Mockau-Nord;12.419858970163064;Kieler Strasse;485,0;4357,0;70,5;51.3758571995481;6,879432624113475;0;0;0;2;1;0;4
3294;Gohlis-Mitte;12.37194836033488;Dietzgenstr.;470,0;4157,0;75,0;51.366697349889776;6,2666666666666675;0;2;0;5;4;0;5
3295;Altlindenau;12.323946111430526;"G&uuml;ntherstra&szlig;e";355,0;4177,0;61,39;51.342446005510396;5,782700765597003;1;0;1;4;3;0;6
3296;Eutritzsch;12.383028542493706;Kunadstrasse;1150,0;4129,0;114,3;51.3626042784227;10,061242344706912;3;0;3;5;2;0;6
3297;Anger-Crottendorf;12.42102726621452;"Stegerwaldstra&szlig;e";500,0;4318,0;73,4;51.334644502368526;6,811989100817439;0;1;0;1;2;0;4
3298;Zentrum-Ost;12.38806963578555;"Salomonstra&szlig;e";950,0;4103,0;99,3;51.3394664093675;9,566968781470292;7;0;2;10;7;0;12
3299;Südvorstadt;12.371135845174567;Kochstr.;575,0;4275,0;76,0;51.3189512604988;7,565789473684211;6;0;1;24;9;0;4
3300;Schönefeld-Abtnaundorf;12.408345653297033;"Dimpfelstra&szlig;e";399,0;4347,0;56,0;51.3524060903261;7,125;0;0;0;6;0;0;7
3301;Sellerhausen-Stünz;12.424146868556962;"Wurzner Stra&szlig;e";535,0;4318,0;79,1;51.343894320842;6,763590391908977;2;0;1;4;1;0;5
3302;Zentrum-West;12.360448951408474;Jahnallee;1078,7;4109,0;107,87;51.3424199980676;10,0;4;0;7;16;5;0;7
3303;Altlindenau;12.321238106209655;Karl-Ferlemann-Str.;299,0;4177,0;51,54;51.335788086397;5,801319363601087;7;0;4;7;3;0;3
3304;Zentrum-West;12.357588404474294;"Davidstra&szlig;e";1500,0;4109,0;142,62;51.334003629731995;10,517458981909972;6;0;4;4;3;0;1
3305;Stötteritz;12.418755402775293;"Arnoldstra&szlig;e";380,0;4299,0;63,26;51.3214875544948;6,006955422067658;4;0;0;5;2;0;4
3306;Zentrum-Südost;12.386627188086536;"Philipp-Rosenthal-Stra&szlig;e";1390,0;4103,0;181,0;51.32838331544539;7,679558011049724;1;1;7;4;4;0;4
3307;Altlindenau;12.324075382712625;"Spittastra&szlig;e";353,0;4177,0;47,0;51.3397773838489;7,510638297872339;2;0;1;4;6;0;6
3308;Kleinzschocher;12.331258949956837;"Klarastra&szlig;e";376,0;4229,0;47,0;51.320197684140396;8,0;4;0;6;4;4;0;3
3309;Volkmarsdorf;12.411208879614467;"Idastra&szlig;e";594,0;4315,0;74,28;51.345746464717706;7,996768982229402;4;0;7;4;3;0;4
3310;Zentrum-West;12.364177557998927;Jahnallee;451,8;4109,0;60,24;51.3432132355826;7,5;4;0;3;25;7;0;5
3311;Zentrum-West;12.363685841066587;"K&auml;the-Kollwitz-Str.";941,77;4109,0;92,33;51.338694242957274;10,20004332286364;5;0;5;27;11;0;6
3312;Eutritzsch;12.383028542493706;Kunadstrasse;754,0;4129,0;83,78;51.3626042784227;8,999761279541659;3;0;3;5;2;0;6
3313;Schleußig;12.339399255385187;"Holbeinstra&szlig;e";400,0;4229,0;47,18;51.3235802001746;8,478168715557441;4;0;2;16;5;0;4
3314;Großzschocher;12.321568323295393;"Pfeilstra&szlig;e";440,0;4249,0;80,0;51.300291218100206;5,5;1;0;0;3;1;0;4
3315;Zentrum-Ost;12.396046886477285;Kohlgartenstr.;999,21;4315,0;105,0;51.34293061648621;9,516285714285717;4;0;3;7;4;0;9
3316;Möckern;12.335096939236456;"Gerst&auml;ckerstra&szlig;e";340,86;4159,0;56,81;51.37120724716428;6,0;1;0;0;5;1;0;4
3317;Reudnitz-Thonberg;12.409718769136223;Fritz-Hanschmann-Str.;467,22;4317,0;77,87;51.327652060117906;6,0;1;0;2;6;0;0;4
3318;Stötteritz;12.420659677071107;"Rudolph-Herrmann-Stra&szlig;e";422,5;4299,0;65,0;51.3197138615075;6,5;3;0;0;6;2;0;4
3319;Stötteritz;12.416145976386456;"Untere Eichst&auml;dtstr.";403,75;4299,0;64,6;51.322873808261605;6,250000000000001;4;0;0;4;1;0;5
3320;Neustadt-Neuschönefeld;12.397567635245625;Kohlgartenstr.;1021,86;4315,0;97,0;51.34245251825401;10,534639175257732;3;0;3;7;4;0;9
3321;Neulindenau;12.305035649215494;"Hafenstra&szlig;e";661,41;4179,0;69,99;51.331492859246;9,450064294899272;1;0;0;2;0;0;1
3322;Gohlis-Süd;12.3708978982426;"Fritz-Seger-Stra&szlig;e";1890,0;4155,0;210,0;51.35809908487545;9,0;2;0;3;9;4;0;4
3323;Stötteritz;12.420530434335156;"Rudolph-Herrmann-Stra&szlig;e";420,0;4299,0;76,0;51.32255621175309;5,526315789473684;4;0;0;4;2;0;4
3324;Neulindenau;12.305035649215494;"Hafenstra&szlig;e";1117,55;4179,0;97,98;51.331492859246;11,405899163094508;1;0;0;2;0;0;1
3325;Leutzsch;12.314228488465035;"Rathenaustra&szlig;e";480,0;4179,0;76,0;51.35195789390671;6,315789473684211;1;0;0;3;0;0;3
3326;Grünau-Ost;12.307646442349586;"G&auml;rtnerstr.";301,0;4209,0;62,82;51.32034864245609;4,7914676854504945;2;0;1;4;1;0;1
3327;Grünau-Mitte;12.289524632061038;Ludwigsburger Str.;468,05;4209,0;89,11;51.3222243364031;5,252496913926609;1;0;2;6;0;0;5
3328;Grünau-Mitte;12.290598102185555;Stuttgarter Allee;287,96;4209,0;64,71;51.3167892900103;4,450007726781023;1;1;4;5;1;0;5
3329;Plagwitz;12.330179286466993;Limburgerstr.;350,26;4229,0;53,07;51.322501523677815;6,599962313925005;8;0;3;5;5;0;6
3330;Mockau-Nord;12.400258445528591;Carlebachstr.;294,0;4357,0;60,0;51.37967865549021;4,9;0;1;0;2;0;0;3
3331;Paunsdorf;12.4562365936711;Hartriegelstr.;281,2;4329,0;62,49;51.351644551221895;4,499919987197951;0;0;0;0;0;0;3
3332;Reudnitz-Thonberg;12.404325668476016;"M&uuml;hlstra&szlig;e";630,0;4317,0;95,0;51.33018107315752;6,63157894736842;3;0;3;5;2;0;5
3333;Stötteritz;12.414456957554364;"Wei&szlig;e Stra&szlig;e";342,0;4299,0;58,1;51.321775945242;5,886402753872633;4;0;1;4;1;0;5
3334;Stötteritz;12.422898555922488;Ferdinand-Jost-Str.;566,55;4299,0;75,54;51.3215765448046;7,499999999999999;1;0;0;4;2;0;3
3335;Neustadt-Neuschönefeld;12.397869115792515;"Bussestra&szlig;e";399,0;4315,0;61,31;51.346610041624096;6,507910618169956;2;0;7;6;5;0;7
3336;Gohlis-Süd;12.35681728416265;"Herlo&szlig;sohnstra&szlig;e";999,0;4155,0;129,4;51.361693632287505;7,720247295208655;0;1;3;4;2;0;4
3337;Plagwitz;12.345037883771461;"Nonnenstra&szlig;e";1179,0;4229,0;127,12;51.3299334061755;9,274701069855254;4;0;5;5;6;0;3
3338;Möckern;12.353609488391626;"Fehmarner Stra&szlig;e";841,8;4159,0;88,61;51.3723850698075;9,500056427039835;0;1;0;1;0;0;1
3339;Volkmarsdorf;12.410190125441465;"Ro&szlig;bachstra&szlig;e";890,0;4315,0;99,8;51.34099174656321;8,917835671342688;2;0;4;8;5;0;4
3340;Plagwitz;12.344377095614288;"Gleisstra&szlig;e";999,0;4229,0;116,32;51.330704293947754;8,588376891334251;3;0;4;6;5;0;4
3341;Zentrum-West;12.361286942995427;"Mendelssohnstra&szlig;e";548,0;4109,0;68,44;51.3402576492064;8,007013442431328;2;0;2;22;8;0;6
3342;Möckern;12.353609488391626;"Fehmarner Stra&szlig;e";1194,62;4159,0;143,93;51.3723850698075;8,300006947821856;0;1;0;1;0;0;1
3343;Zentrum-Nord;12.375755640864208;Balzacstr.;406,54;4105,0;52,12;51.3555550406425;7,800076745970838;3;0;10;7;4;0;4
3344;Möckern;12.353609488391626;"Fehmarner Stra&szlig;e";1798,38;4159,0;199,82;51.3723850698075;9,0;0;1;0;1;0;0;1
3345;Zentrum-Ost;12.389516664333804;"Dresdner Stra&szlig;e";1082,52;4103,0;87,3;51.33868858169021;12,4;4;0;4;7;6;0;9
3346;Möckern;12.339358268486064;"Bl&uuml;cherstra&szlig;e";249,0;4158,0;38,0;51.370082570932205;6,552631578947367;2;1;0;4;0;0;3
3347;Stötteritz;12.421797647629273;"Ferdinand-Jost-Stra&szlig;e";700,0;4299,0;83,34;51.3211424652905;8,399328053755701;3;0;0;4;2;0;4
3348;Zentrum-Südost;12.390649990274104;"Goldschmidtstra&szlig;e";1158,94;4103,0;114,66;51.334639118611;10,107622536193963;5;0;7;11;1;0;7
3349;Thekla;12.43210658679994;"Freiberger Stra&szlig;e";395,98;4349,0;60,92;51.376273724840004;6,5;0;0;1;4;1;0;2
3350;Plagwitz;12.332178980739707;"Lauchst&auml;dter Str.";561,0;4229,0;66,0;51.32955668885292;8,5;4;0;3;31;6;0;5
3351;Gohlis-Mitte;12.365475190572472;"J&auml;gerstr.";610,0;4157,0;61,0;51.36905423495869;10,0;1;1;1;8;3;0;4
3352;Möckern;12.353609488391626;"Fehmarner Stra&szlig;e";1109,96;4159,0;133,73;51.3723850698075;8,300007477753685;0;1;0;1;0;0;1
3353;Lindenau;12.330666353301199;"Helmholtzstra&szlig;e";500,0;4177,0;68,1;51.33136684462357;7,342143906020558;5;0;6;26;5;0;5
3354;Sellerhausen-Stünz;12.430710371143013;"Karl-H&auml;rting-Stra&szlig;e";495,0;4318,0;55,0;51.3394777855081;9,0;0;0;2;1;1;0;1
3355;Neustadt-Neuschönefeld;12.401806122200835;Reclamstr.;638,4;4315,0;84,0;51.342942108643;7,6;3;0;6;9;5;0;7
3356;Eutritzsch;12.385946740478204;"Delitzscher Stra&szlig;e";533,0;4129,0;82,0;51.36917451462496;6,5;1;0;3;4;3;0;7
3357;Neustadt-Neuschönefeld;12.397899167866886;"Bussestra&szlig;e";420,0;4315,0;61,87;51.34719380059246;6,788427347664458;1;0;6;6;4;0;6
3358;Reudnitz-Thonberg;12.398507854529186;"Oststra&szlig;e";505,0;4317,0;67,0;51.33239882970262;7,537313432835821;8;0;3;7;3;0;4
3359;Plagwitz;12.328668281646369;Antonienstr.;589,28;4229,0;76,43;51.32054984467574;7,710061494177678;4;0;5;4;3;0;4
3360;Plagwitz;12.344377095614288;"Gleisstra&szlig;e";949,0;4229,0;116,32;51.330704293947754;8,15852819807428;3;0;4;6;5;0;4
3361;Möckern;12.343949008679928;Georg-Schumann-Str.;897,0;4159,0;114,94;51.367682112888595;7,804071689577171;1;0;0;2;0;0;3
3362;Zentrum-West;12.364177557998927;Jahnallee;441,76;4109,0;55,22;51.3432132355826;8,0;4;0;3;25;7;0;5
3363;Volkmarsdorf;12.406015755227985;"Hermann-Liebmann-Stra&szlig;e";448,9;4315,0;67,0;51.341459888674095;6,699999999999998;5;0;7;9;8;0;5
3364;Zentrum;12.378895271043882;"Br&uuml;hl";1336,0;4109,0;166,9;51.34250845179171;8,004793289394847;15;2;13;50;26;0;48
3365;Reudnitz-Thonberg;12.408239295513113;"Eilenburger Stra&szlig;e";775,0;4317,0;103,5;51.332019224940396;7,487922705314009;4;0;1;5;3;0;5
3366;Zentrum-West;12.360448951408474;Jahnallee;692,08;4109,0;72,85;51.3424199980676;9,500068634179822;4;0;7;16;5;0;7
3367;Schönefeld-Ost;12.424655967853287;"B&auml;stleinstr.";421,0;4347,0;65,0;51.35479524597999;6,476923076923077;1;0;0;5;0;0;3
3368;Schleußig;12.339546703821785;"Industriestra&szlig;e";1070,0;4229,0;90,64;51.3265173411661;11,804942630185346;7;0;2;21;6;0;6
3369;Lindenthal;12.339285652092256;"An der Windm&uuml;hle";430,0;4158,0;57,21;51.3921520207495;7,516168502010138;0;0;0;2;0;0;3
3370;Zentrum-Süd;12.367888061749381;Mozartstr.;434,0;4107,0;51,72;51.33131513488678;8,391337973704562;3;0;8;18;4;0;5
3371;Connewitz;12.379596369337127;Biedermannstr.;648,0;4277,0;81,0;51.304291376365995;8,0;5;0;0;5;4;0;4
3372;Neustadt-Neuschönefeld;12.40329246008873;"T&auml;ubchenweg";680,0;4315,0;97,0;51.3417980866788;7,0103092783505145;3;0;7;9;6;0;7
3373;Schönefeld-Abtnaundorf;12.414278645834464;"Zittauer Stra&szlig;e";510,0;4347,0;78,14;51.35574620155911;6,526746864601996;0;0;0;4;2;0;3
3374;Volkmarsdorf;12.410266434795776;"Ludwigstra&szlig;e";910,0;4315,0;101,11;51.3458477718888;9,000098902185739;5;0;6;4;3;0;4
3375;Neustadt-Neuschönefeld;12.40329246008873;"T&auml;ubchenweg";450,0;4315,0;68,49;51.3417980866788;6,570302233902759;3;0;7;9;6;0;7
3376;Böhlitz-Ehrenberg;12.286019203335092;Rudolf-Breitscheid-Hof;530,0;4178,0;70,8;51.3523580490617;7,4858757062146895;0;0;0;0;1;0;0
3377;Altlindenau;12.341357084262972;Jahnallee;1050,0;4177,0;136,0;51.33789484599833;7,720588235294117;7;0;3;6;5;0;7
3378;Eutritzsch;12.38835672016651;"Schiebestra&szlig;e";326,0;4129,0;54,3;51.363264258977395;6,003683241252303;1;0;4;4;1;0;6
3379;Altlindenau;12.325668165681007;"Karl-Ferlemann-Stra&szlig;e";400,0;4177,0;52,9;51.337518366577065;7,561436672967863;12;0;5;5;7;0;9
3380;Eutritzsch;12.385169520821162;"Magdalenenstra&szlig;e";325,0;4129,0;50,0;51.360552584037706;6,5;3;0;4;5;2;0;5
3381;Heiterblick;12.470374869467616;Wieselstr.;420,0;4329,0;64,91;51.358674377287706;6,470497612078263;0;0;1;1;0;0;2
3382;Kleinzschocher;12.326735599401257;"Dieskaustra&szlig;e";419,0;4249,0;58,58;51.3162781201398;7,152611812905429;3;0;4;4;2;0;4
3383;Zentrum-West;12.364177557998927;Jahnallee;477,38;4109,0;63,65;51.3432132355826;7,500078554595443;4;0;3;25;7;0;5
3384;Schleußig;12.344505105414932;"Industriestra&szlig;e";475,0;4229,0;56,1;51.32368947287897;8,467023172905526;2;0;1;14;3;0;4
3385;Grünau-Mitte;12.286414188144295;"Heidelberger Stra&szlig;e";434,0;4209,0;86,9;51.3217912462954;4,994246260069045;1;0;0;6;0;0;4
3386;Leutzsch;12.307296923455048;"Karl-Schurz-Stra&szlig;e";545,0;4179,0;90,8;51.35184621805479;6,002202643171806;0;1;0;4;0;0;5
3387;Connewitz;12.379669334702534;"Bornaische Stra&szlig;e";480,0;4277,0;60,0;51.307147859279034;8,0;6;0;1;13;5;0;5
3388;Zentrum-Süd;12.374630371706582;"Riemannstra&szlig;e";860,0;4107,0;119,5;51.331198737098;7,1966527196652725;4;1;5;23;9;0;9
3389;Volkmarsdorf;12.410266434795776;"Ludwigstra&szlig;e";711,5;4315,0;83,68;51.3458477718888;8,502629063097514;5;0;6;4;3;0;4
3390;Lindenthal;12.335496854259565;"An der Windm&uuml;hle";455,0;4158,0;53,57;51.39051914896294;8,493559828262088;0;0;0;2;0;0;3
3391;Reudnitz-Thonberg;12.401016207862561;"Prager Stra&szlig;e";280,0;4317,0;19,0;51.32535393469111;14,73684210526316;1;0;2;1;0;0;4
3392;Möckern;12.336099119876275;"Georg-Schumann-Stra&szlig;e";1088,0;4159,0;115,21;51.370539293690605;9,443624685357175;1;0;0;6;0;0;4
3393;Neulindenau;12.304018272600516;"Hafenstra&szlig;e";860,0;4205,0;85,96;51.3324347781154;10,004653327128898;1;0;0;2;0;0;2
3394;Schleußig;12.341176532571676;"Schnorrstra&szlig;e";885,0;4229,0;84,4;51.32182860978464;10,485781990521328;1;0;0;16;3;0;4
3395;Neulindenau;12.304263554108074;"Hafenstra&szlig;e";944,0;4205,0;89,88;51.33238436609579;10,5028927458834;1;0;0;2;0;0;2
3396;Sellerhausen-Stünz;12.431555382829375;Zweenfurther Str.;539,12;4318,0;67,39;51.3400265999195;8,0;0;0;3;3;2;0;2
3397;Neulindenau;12.304234432140445;"Hafenstra&szlig;e";1137,0;4205,0;113,66;51.332384931266034;10,003519267992258;1;0;0;2;0;0;2
3398;Neulindenau;12.304234432140445;"Hafenstra&szlig;e";1087,0;4205,0;108,65;51.332384931266034;10,004601932811779;1;0;0;2;0;0;2
3399;Neulindenau;12.304263554108074;"Hafenstra&szlig;e";850,0;4205,0;84,95;51.33238436609579;10,005885815185405;1;0;0;2;0;0;2
3400;Neulindenau;12.304087018046065;"Hafenstra&szlig;e";891,0;4205,0;84,83;51.332351270370204;10,503359660497466;1;0;0;2;0;0;2
3401;Möckern;12.34908746711039;"Huygensstra&szlig;e";400,0;4159,0;66,0;51.367763247426794;6,0606060606060606;1;1;0;8;0;0;3
3402;Möckern;12.336099119876275;"Georg-Schumann-Stra&szlig;e";558,0;4159,0;63,35;51.370539293690605;8,808208366219416;1;0;0;6;0;0;4
3403;Grünau-Ost;12.292947977484074;"Wei&szlig;dornstra&szlig;e";433,62;4209,0;72,27;51.3222039122472;6,0;2;0;3;6;0;0;5
3404;Neulindenau;12.304159822915715;"Hafenstra&szlig;e";1044,0;4205,0;104,37;51.33234985752149;10,002874389192298;1;0;0;2;0;0;2
3405;Plagwitz;12.332396312557886;"Karl-Heine-Stra&szlig;e";1269,0;4229,0;149,3;51.33127808959777;8,499665103817815;5;0;3;30;5;0;5
3406;Neulindenau;12.304018272600516;"Hafenstra&szlig;e";879,0;4205,0;87,9;51.3324347781154;10,0;1;0;0;2;0;0;2
3407;Neulindenau;12.305392065186606;Hafentor;599,0;4179,0;65,29;51.333394196557634;9,174452442946851;2;0;0;2;0;0;2
3408;Lausen-Grünau;12.267057714425855;Seffnerstrasse;400,0;4207,0;69,35;51.313589109133794;5,767844268204759;0;0;2;0;0;0;4
3409;Neulindenau;12.303986444345309;"Hafenstra&szlig;e";554,0;4205,0;52,8;51.3323806132644;10,492424242424242;1;0;0;2;0;0;2
3410;Neulindenau;12.304133407389124;"Hafenstra&szlig;e";526,0;4205,0;50,12;51.33240515262498;10,494812450119712;1;0;0;2;0;0;2
3411;Schleußig;12.341176532571676;"Schnorrstra&szlig;e";990,0;4229,0;94,4;51.32182860978464;10,487288135593221;1;0;0;16;3;0;4
3412;Zentrum-Nord;12.37733873697033;Delitzscher Str.;630,0;4105,0;90,66;51.35771471081139;6,949040370615487;3;0;2;4;2;0;2
3413;Zentrum-Nord;12.37733873697033;Delitzscher Str.;330,0;4105,0;43,97;51.35771471081139;7,505117125312713;3;0;2;4;2;0;2
3414;Zentrum-Nord;12.37733873697033;Delitzscher Str.;729,0;4105,0;103,98;51.35771471081139;7,0109636468551635;3;0;2;4;2;0;2
3415;Sellerhausen-Stünz;12.430836057907007;"Leonhard-Frank-Stra&szlig;e";329,64;4318,0;54,94;51.3502678824523;6,0;1;0;4;3;0;0;4
3416;Connewitz;12.37445875015515;"Arno-Nitzsche-Stra&szlig;e";952,0;4277,0;95,16;51.3103840956186;10,0042034468264;5;0;7;18;5;0;5
3417;Connewitz;12.37445875015515;"Arno-Nitzsche-Stra&szlig;e";1011,0;4277,0;101,13;51.3103840956186;9,997033521210325;5;0;7;18;5;0;5
3418;Leutzsch;12.311759375079367;"Georg-Schwarz-Stra&szlig;e";430,0;4179,0;66,2;51.348627738329704;6,495468277945618;5;0;1;4;1;0;3
3419;Neustadt-Neuschönefeld;12.403395744629906;Hedwigstr.;422,14;4315,0;63,48;51.346343109078;6,649968494013863;3;0;2;6;4;0;5
3420;Zentrum-Nord;12.377556270081355;"Blumenstra&szlig;e";353,0;4105,0;54,32;51.358833419283506;6,498527245949926;3;1;2;3;3;0;3
3421;Zentrum-Nord;12.373498137051607;"Nordstra&szlig;e";284,0;4105,0;25,0;51.34874309096;11,36;5;1;3;14;5;0;12
3422;Neustadt-Neuschönefeld;12.403395744629906;Hedwigstr.;424,4;4315,0;63,82;51.346343109078;6,649952992792227;3;0;2;6;4;0;5
3423;Plagwitz;12.323738396423204;"Klingenstra&szlig;e";415,0;4229,0;59,05;51.321331246366206;7,0279424216765465;4;0;2;5;2;0;4
3424;Gohlis-Süd;12.362447223361324;"Stockstra&szlig;e";990,0;4155,0;136,43;51.361125290343715;7,256468518654255;0;0;5;6;4;0;4
3425;Volkmarsdorf;12.409978642545061;"Mariannenstra&szlig;e";496,0;4315,0;80,0;51.3467666886269;6,2;5;0;4;4;4;0;4
3426;Stötteritz;12.420659677071107;"Rudolph-Herrmann-Stra&szlig;e";462,0;4299,0;77,0;51.3197138615075;6,0;3;0;0;6;2;0;4
3427;Sellerhausen-Stünz;12.429096591180107;"Engelmannstra&szlig;e";360,0;4318,0;58,28;51.34291661999317;6,177076183939603;1;0;2;4;1;0;4
3428;Grünau-Mitte;12.288447792819321;Stuttgarter Allee;393,0;4209,0;52,38;51.3228477068661;7,502863688430699;1;0;0;6;0;0;5
3429;Neustadt-Neuschönefeld;12.403395744629906;Hedwigstr.;332,23;4315,0;49,96;51.346343109078;6,649919935948759;3;0;2;6;4;0;5
3430;Zentrum-Nord;12.37733873697033;Delitzscher Str.;729,0;4105,0;103,98;51.35771471081139;7,0109636468551635;3;0;2;4;2;0;2
3431;Möckern;12.353609488391626;"Fehmarner Stra&szlig;e";1394,7;4159,0;146,81;51.3723850698075;9,500034057625502;0;1;0;1;0;0;1
3432;Zentrum-West;12.363685841066587;"K&auml;the-Kollwitz-Str.";941,77;4109,0;92,33;51.338694242957274;10,20004332286364;5;0;5;27;11;0;6
3433;Neustadt-Neuschönefeld;12.39983624092392;Comeniusstr.;503,8;4315,0;82,59;51.3409275149521;6,10001210800339;3;0;6;6;4;0;6
3434;Gohlis-Süd;12.359776688296222;Platnerstr.;2450,0;4155,0;245,0;51.3579279023196;10,0;0;0;2;4;3;0;2
3435;Neulindenau;12.312107610374651;"L&uuml;tzner Stra&szlig;e";465,0;4179,0;77,0;51.3295018713676;6,038961038961038;1;0;1;4;3;0;2
3436;Leutzsch;12.307138689078664;"Schwylststra&szlig;e";325,0;4179,0;56,13;51.3501236564845;5,790130055228933;1;1;0;2;0;0;3
3437;Altlindenau;12.324257427883431;"Karl-Ferlemann-Stra&szlig;e";460,0;4177,0;72,25;51.336998159788706;6,366782006920415;10;0;4;5;4;0;9
3438;Zentrum;12.378895271043882;"Br&uuml;hl";1531,9;4109,0;179,8;51.34250845179171;8,520022246941046;15;2;13;50;26;0;48
