;obj_regio3;long;obj_street;obj_baseRent;geo_plz;obj_livingSpace;lat;rel_baseRent;culture;s-stations;university;food;nightlife;spareTime;transportations
457;Grünau-Nord;12.271017517495155;"Jupiterstra&szlig;e";212,0;4205,0;32,61;51.32040682237186;6,501073290401718;0;0;1;2;2;1;4
458;Grünau-Nord;12.270085423922527;Andromedaweg;287,0;4205,0;70,24;51.3192194468171;4,085990888382688;1;0;2;2;2;1;4
459;Grünau-Nord;12.272148013797429;Jupiterstr.;287,0;4205,0;70,24;51.321179528120496;4,085990888382688;0;0;1;2;2;1;3
460;Grünau-Nord;12.269537644144027;Jupiterstr.;287,0;4205,0;70,24;51.320836860674575;4,085990888382688;1;0;1;1;2;1;3
461;Lausen-Grünau;12.26934984619226;An der Kotsche;380,0;4207,0;69,2;51.30919924707012;5,491329479768787;0;0;0;0;0;2;2
462;Grünau-Nord;12.270276571159561;Wegastr.;367,0;4205,0;56,4;51.3183575387503;6,507092198581559;0;0;2;2;2;1;4
463;Grünau-Mitte;12.296069067636047;"Ringstra&szlig;e";340,0;4209,0;90,73;51.317231408882996;3,747382343216136;1;0;4;3;0;4;3
464;Grünau-Nord;12.26405902616948;Am kleinen Feld;288,0;4205,0;70,24;51.31843977475779;4,100227790432802;1;0;2;1;1;0;3
465;Grünau-Mitte;12.295498857154652;"Ringstra&szlig;e";340,0;4209,0;90,73;51.3168954810011;3,747382343216136;1;0;3;3;0;4;3
466;Gohlis-Süd;12.361899340315974;"Menckestra&szlig;e";389,0;4155,0;46,0;51.359812259197284;8,456521739130435;1;0;3;7;5;5;4
467;Lausen-Grünau;12.26934984619226;An der Kotsche;414,0;4207,0;69,2;51.30919924707012;5,982658959537573;0;0;0;0;0;2;2
468;Grünau-Nord;12.271017517495155;"Jupiterstra&szlig;e";212,0;4205,0;32,61;51.32040682237186;6,501073290401718;0;0;1;2;2;1;4
469;Gohlis-Nord;12.356185770482035;Olbrichtstr.;2760,0;4157,0;238,02;51.371694886102894;11,595664229896649;0;1;0;0;0;1;1
470;Grünau-Mitte;12.294776386035233;"Ringstra&szlig;e";249,0;4209,0;36,06;51.314946404949204;6,9051580698835275;0;0;4;1;1;8;1
471;Grünau-Nord;12.264349411526606;"Neue Leipziger Stra&szlig;e";337,0;4205,0;70,24;51.319018576138895;4,797835990888383;1;0;2;2;3;0;4
472;Grünau-Mitte;12.297756065874712;"Ringstra&szlig;e";302,0;4209,0;70,24;51.3150987573297;4,2995444191343966;0;0;1;2;0;6;4
473;Grünau-Mitte;12.296069067636047;"Ringstra&szlig;e";340,0;4209,0;90,73;51.317231408882996;3,747382343216136;1;0;4;3;0;4;3
474;Grünau-Nord;12.268348619051821;"Plovdiver Stra&szlig;e";338,0;4205,0;56,4;51.320357419982564;5,992907801418441;1;0;2;2;3;1;3
475;Grünau-Mitte;12.295617103763025;"Ringstra&szlig;e";340,0;4209,0;90,73;51.316929715860795;3,747382343216136;1;0;3;3;0;4;3
476;Gohlis-Süd;12.370796145834367;"Prellerstra&szlig;e";345,0;4155,0;34,52;51.35695979536921;9,994206257242178;4;0;2;9;5;3;4
477;Grünau-Nord;12.272389116983707;Andromedaweg;302,0;4205,0;70,24;51.3195497115051;4,2995444191343966;0;0;1;2;2;1;3
478;Grünau-Nord;12.271006629795432;Andromedaweg;350,0;4205,0;70,24;51.319585299969845;4,982915717539863;0;0;1;2;2;1;4
479;Grünau-Mitte;12.29728814837457;"Ringstra&szlig;e";340,0;4209,0;90,73;51.315655642700605;3,747382343216136;0;0;1;2;0;2;4
480;Grünau-Nord;12.269446388705065;"Wegastra&szlig;e";430,0;4205,0;57,31;51.31836428405415;7,503053568312684;1;0;2;2;2;1;4
481;Grünau-Mitte;12.297784677727346;Ringstr.;430,0;4209,0;90,73;51.3159747276723;4,739336492890995;0;0;1;2;0;2;3
482;Grünau-Nord;12.273385997278965;Jupiterstr.;322,0;4205,0;56,4;51.31937540715319;5,709219858156028;0;0;2;2;2;1;3
483;Grünau-Nord;12.268245367445404;"Plovdiver Stra&szlig;e";471,0;4205,0;72,44;51.3188346274921;6,5019326339039205;1;0;1;1;2;1;4
484;Grünau-Nord;12.268709318992386;"Wegastra&szlig;e";390,0;4205,0;90,73;51.318487938297395;4,298467981924391;1;0;2;2;2;1;4
485;Grünau-Nord;12.268759649792935;Wegastr.;352,0;4205,0;66,51;51.318623931381424;5,292437227484588;1;0;2;2;2;1;4
486;Grünau-Mitte;12.2932889460848;"Ringstra&szlig;e";390,0;4209,0;90,73;51.316399503784;4,298467981924391;1;0;5;5;1;2;4
487;Grünau-Mitte;12.297784677727346;Ringstr.;430,0;4209,0;90,21;51.3159747276723;4,766655581421129;0;0;1;2;0;2;3
488;Grünau-Nord;12.270755049311855;Andromedaweg;522,0;4205,0;90,21;51.319206638600505;5,786498170934488;0;0;2;2;2;1;3
489;Grünau-Nord;12.273394827769234;"Jupiterstra&szlig;e";408,0;4205,0;90,73;51.32045261938302;4,496858811859362;0;0;1;2;2;1;3
490;Grünau-Mitte;12.29676980966;"Ringstra&szlig;e";222,0;4209,0;32,61;51.31607654475079;6,8077276908923645;0;0;3;2;0;3;3
491;Grünau-Nord;12.272748921423569;Andromedaweg;302,0;4205,0;70,24;51.3191593481831;4,2995444191343966;0;0;1;2;2;1;3
492;Grünau-Nord;12.273305078285672;"Wegastra&szlig;e";350,0;4205,0;70,24;51.318911308892204;4,982915717539863;0;0;2;2;2;1;2
493;Grünau-Mitte;12.295498857154652;Ringstr.;222,0;4209,0;32,61;51.3168954810011;6,8077276908923645;1;0;3;3;0;4;3
494;Grünau-Nord;12.271006629795432;Andromedaweg;406,0;4205,0;92,21;51.319585299969845;4,402993167769223;0;0;1;2;2;1;4
495;Grünau-Nord;12.270085423922527;Andromedaweg;252,0;4205,0;36,06;51.3192194468171;6,988352745424293;1;0;2;2;2;1;4
496;Grünau-Nord;12.27289874012084;"Jupiterstra&szlig;e";302,0;4205,0;70,42;51.3198412557745;4,288554387957967;0;0;1;2;2;1;3
497;Grünau-Nord;12.273869754212;"Jupiterstra&szlig;e";391,0;4205,0;90,73;51.320032656855496;4,309489694698556;0;0;2;2;2;1;4
498;Grünau-Nord;12.274208761503234;Jupiterstr.;301,0;4205,0;70,24;51.319514862457886;4,2853075170842825;0;0;2;2;2;1;3
499;Grünau-Nord;12.27289874012084;"Jupiterstra&szlig;e";222,0;4205,0;32,61;51.3198412557745;6,8077276908923645;0;0;1;2;2;1;3
500;Grünau-Nord;12.272389116983707;Andromedaweg;302,0;4205,0;70,42;51.3195497115051;4,288554387957967;0;0;1;2;2;1;3
501;Grünau-Nord;12.273305078285672;"Wegastra&szlig;e";222,0;4205,0;32,61;51.318911308892204;6,8077276908923645;0;0;2;2;2;1;2
502;Grünau-Nord;12.271628929941654;Jupiterstr.;323,0;4205,0;70,24;51.320395123269996;4,598519362186789;0;0;1;2;2;1;4
503;Grünau-Nord;12.271017517495155;"Jupiterstra&szlig;e";400,0;4205,0;90,73;51.32040682237186;4,408685109666042;0;0;1;2;2;1;4
504;Grünau-Nord;12.272305568859913;"Jupiterstra&szlig;e";323,0;4205,0;70,24;51.320226956551984;4,598519362186789;0;0;1;2;2;1;4
505;Grünau-Nord;12.273394827769234;"Jupiterstra&szlig;e";335,0;4205,0;70,24;51.32045261938302;4,769362186788156;0;0;1;2;2;1;3
506;Grünau-Nord;12.270525016493089;Andromedaweg;323,0;4205,0;70,42;51.3198684235388;4,586765123544447;0;0;1;2;2;1;4
507;Grünau-Nord;12.270525016493089;Andromedaweg;350,0;4205,0;70,24;51.3198684235388;4,982915717539863;0;0;1;2;2;1;4
508;Grünau-Nord;12.273299919428974;"Jupiterstra&szlig;e";541,0;4205,0;90,21;51.3202992211103;5,997117836160071;0;0;1;2;2;1;3
509;Grünau-Nord;12.271017517495155;"Jupiterstra&szlig;e";212,0;4205,0;32,61;51.32040682237186;6,501073290401718;0;0;1;2;2;1;4
510;Grünau-Nord;12.27342776303418;"Wegastra&szlig;e";222,0;4205,0;32,61;51.3190367841493;6,8077276908923645;0;0;2;2;2;1;2
511;Grünau-Nord;12.272305568859913;"Jupiterstra&szlig;e";335,0;4205,0;56,4;51.320226956551984;5,939716312056737;0;0;1;2;2;1;4
512;Grünau-Nord;12.271996284938181;Andromedaweg;432,0;4205,0;66,51;51.31896375856804;6,495263870094723;0;0;1;2;2;1;3
513;Grünau-Nord;12.268169658947567;"Plovdiver Stra&szlig;e";350,0;4205,0;70,24;51.31937476392694;4,982915717539863;1;0;1;1;2;1;4
514;Grünau-Nord;12.271726600811766;Andromedaweg;390,0;4205,0;90,73;51.31970847831765;4,298467981924391;0;0;1;2;2;1;4
515;Grünau-Nord;12.268709318992386;"Wegastra&szlig;e";253,0;4205,0;36,06;51.318487938297395;7,016084303937881;1;0;2;2;2;1;4
516;Eutritzsch;12.385815768414353;"Wittenberger Stra&szlig;e";470,0;4129,0;61,28;51.362064418681;7,669712793733681;2;0;4;4;1;2;7
517;Gohlis-Mitte;12.379105837039488;"Gottschallstra&szlig;e";579,0;4157,0;81,98;51.36832557936515;7,0626982190778245;0;0;1;5;2;4;6
518;Südvorstadt;12.372716819854007;"Arndtstra&szlig;e";679,0;4275,0;81,0;51.323101540169894;8,382716049382717;7;0;4;33;15;9;8
519;Connewitz;12.378905935130547;Arthur-Hoffmann-Str.;1600,0;4277,0;206,17;51.3127420832109;7,76058592423728;2;0;8;8;4;4;4
520;Volkmarsdorf;12.407146642236485;"Bogislawstra&szlig;e";420,0;4315,0;60,02;51.34218569413979;6,997667444185272;5;0;5;9;8;6;5
521;Burghausen-Rückmarsdorf;12.259669591970653;Am Osthang;464,4;4178,0;64,5;51.34480940449831;7,199999999999998;0;0;0;5;0;1;1
522;Altlindenau;12.325776986893208;"Calvisiusstra&szlig;e";430,0;4177,0;66,82;51.33940624246561;6,4351990422029335;7;0;1;4;8;7;6
523;Zentrum-Südost;12.385290411898847;"Friedrichstra&szlig;e";609,0;4103,0;67,57;51.3335873068639;9,012875536480689;6;1;5;14;4;4;11
524;Engelsdorf;12.484320389629396;Topasstr.;275,0;4319,0;43,22;51.340687581143996;6,362795002313744;0;0;0;0;0;1;3
525;Mockau-Süd;12.408267319499345;"Leonhardtstra&szlig;e";420,0;4357,0;60,34;51.37260475905586;6,960556844547564;3;0;1;6;2;0;3
526;Großzschocher;12.32312428617332;"Anton-Zickmantel-Stra&szlig;e";295,0;4249,0;49,7;51.30287211915321;5,935613682092555;0;0;0;3;0;0;4
527;Kleinzschocher;12.3233185760754;Rolf-Axen-Str.;540,0;4229,0;70,0;51.31817116649071;7,7142857142857135;4;0;2;4;2;6;4
528;Altlindenau;12.325776986893208;"Calvisiusstra&szlig;e";260,0;4177,0;35,3;51.33940624246561;7,36543909348442;7;0;1;4;8;7;6
529;Altlindenau;12.325357908698873;Flemmingstr.;502,0;4177,0;83,8;51.342400109177895;5,990453460620525;1;0;2;4;4;2;7
530;Kleinzschocher;12.324438509647296;"Creuziger Stra&szlig;e";400,0;4229,0;61,21;51.31754662333421;6,5348799215814415;4;0;2;4;2;4;4
531;Schönefeld-Abtnaundorf;12.409078705493846;"Dimpfelstra&szlig;e";400,0;4347,0;60,0;51.3547378226428;6,666666666666668;0;0;0;5;1;3;2
532;Zentrum-Nord;12.375614683833636;"Georg-Schumann-Stra&szlig;e";138,0;4105,0;23,0;51.3573657154548;6,0;4;0;3;7;5;2;3
533;Altlindenau;12.327409145574784;Cranachstrasse;363,0;4177,0;56,1;51.335311200744286;6,470588235294117;2;0;6;5;8;3;6
534;Reudnitz-Thonberg;12.40457548395159;Reichpietschstrasse;540,0;4317,0;67,58;51.33389225136071;7,990529742527375;7;0;3;6;4;4;2
535;Probstheida;12.432215388620264;"Trendelenburgstra&szlig;e";300,0;4289,0;42,0;51.30743385161258;7,142857142857142;0;0;1;2;0;0;0
536;Schönefeld-Abtnaundorf;12.409078705493846;"Dimpfelstra&szlig;e";310,0;4347,0;43,0;51.3547378226428;7,209302325581397;0;0;0;5;1;3;2
537;Zentrum-West;12.36269824738367;Lessingstr.;455,0;4109,0;65,0;51.3425030974335;7,0;2;0;8;23;7;4;8
538;Gohlis-Mitte;12.365625900611004;Hoepner Str.;1180,0;4157,0;133,0;51.368001227973394;8,87218045112782;1;1;1;5;3;6;4
539;Zentrum-Nordwest;12.355908672145366;"Waldstra&szlig;e";530,0;4105,0;75,3;51.34719413149541;7,038512616201858;1;0;3;5;4;4;4
540;Eutritzsch;12.383925433650775;"Petzscher Stra&szlig;e";385,0;4129,0;77,03;51.3607510359291;4,998052706737634;3;0;4;4;2;3;6
541;Neustadt-Neuschönefeld;12.400626455437484;Margaretenstr.;610,0;4157,0;75,7;51.3426829079621;8,058124174372523;3;0;5;7;3;3;6
542;Großzschocher;12.321638789687679;"Pfeilstra&szlig;e";370,0;4249,0;62,09;51.30053636591032;5,959091641166049;1;0;0;3;1;0;4
543;Kleinzschocher;12.326105267958493;"Wigandstra&szlig;e";314,0;4229,0;52,29;51.319413126385314;6,004972270032512;3;0;5;4;2;1;5
544;Gohlis-Süd;12.364968851984976;"Lindenthaler Stra&szlig;e";910,0;4155,0;139,7;51.3602351127663;6,513958482462421;1;0;5;9;5;3;6
545;Südvorstadt;12.379148373034944;Arndtstrasse;690,0;4275,0;82,18;51.323201079587825;8,396203455828669;1;0;2;30;14;4;7
546;Böhlitz-Ehrenberg;12.293895073603125;"Leipziger Stra&szlig;e";545,0;4178,0;96,0;51.359209136643365;5,677083333333332;0;0;1;3;0;1;3
547;Schönefeld-Ost;12.422816893159778;"L&ouml;bauer Stra&szlig;e";171,0;4347,0;26,3;51.357005894752426;6,50190114068441;0;0;0;5;0;4;4
548;Großzschocher;12.321638789687679;"Pfeilstra&szlig;e";480,0;4249,0;80,0;51.30053636591032;6,0;1;0;0;3;1;0;4
549;Gohlis-Mitte;12.376873913085186;"Coppistra&szlig;e";750,0;4157,0;98,0;51.3666080516347;7,653061224489796;0;1;0;4;4;4;5
550;Schönau;12.285794564724648;"Sch&ouml;nauer Ring";415,0;4205,0;87,88;51.324012732360785;4,722348657259901;0;0;0;4;1;3;3
551;Schleußig;12.343736215450852;"Brockhausstra&szlig;e";499,0;4229,0;63,45;51.325786432286776;7,864460204885737;5;0;2;16;6;2;5
552;Südvorstadt;12.376199172914458;"Scharnhorststra&szlig;e";920,0;4275,0;80,0;51.3196626407593;11,5;5;0;1;28;11;6;4
553;Mockau-Nord;12.401217030599051;Rosenowstr.;381,23;4357,0;58,65;51.37761404097765;6,500085251491902;0;1;0;2;0;2;3
554;Plaußig-Portitz;12.452539440289373;Tauchaer Str;250,0;4349,0;45,0;51.3836149798001;5,5555555555555545;1;0;1;3;0;1;2
555;Schönau;12.285794564724648;"Sch&ouml;nauer Ring";415,0;4205,0;87,88;51.324012732360785;4,722348657259901;0;0;0;4;1;3;3
556;Plagwitz;12.334575395052388;Erich-Zeigner-Allee;410,0;4229,0;62,21;51.320954255359496;6,590580292557466;3;0;3;4;4;8;2
557;Grünau-Mitte;12.290598102185555;Stuttgarter Allee;287,96;4209,0;64,71;51.3167892900103;4,450007726781023;1;1;4;5;1;8;5
558;Plaußig-Portitz;12.449537245176373;Altes Dorf;1026,0;4349,0;108,0;51.3867356901182;9,5;1;0;1;3;1;0;2
559;Volkmarsdorf;12.408805877084054;"Wiebelstra&szlig;e";750,0;4315,0;88,64;51.3395954306298;8,461191335740073;2;0;3;4;6;7;5
560;Schönau;12.287195544615411;Am Schwalbennest;460,0;4205,0;87,88;51.323757488555;5,2344105598543464;0;0;0;4;1;4;3
561;Reudnitz-Thonberg;12.403519942395231;"Eilenburger Stra&szlig;e";620,0;4317,0;63,4;51.332644442819;9,779179810725553;7;0;1;5;4;2;3
562;Südvorstadt;12.376199172914458;"Scharnhorststra&szlig;e";984,0;4275,0;92,0;51.3196626407593;10,695652173913043;5;0;1;28;11;6;4
563;Südvorstadt;12.36921837751638;"August-Bebel-Stra&szlig;e";1499,0;4275,0;156,48;51.31792125480761;9,579498977505112;5;0;3;18;3;5;4
564;Schönefeld-Abtnaundorf;12.413436174962909;"St&ouml;ckelstra&szlig;e";400,0;4347,0;64,92;51.359187344626996;6,161429451632777;0;0;0;3;2;2;4
565;Zentrum-West;12.362586295725329;"Alexanderstra&szlig;e";829,0;4109,0;79,55;51.34029571962;10,421118793211816;4;0;2;30;10;6;6
566;Zentrum-Süd;12.375638675344293;"Hohe Stra&szlig;e";799,0;4107,0;82,45;51.3295350404021;9,690721649484537;4;1;2;27;13;8;10
567;Kleinzschocher;12.322376584921944;Ruststr.;479,0;4229,0;80,0;51.316226533359746;5,9875;4;0;2;3;1;5;2
568;Lausen-Grünau;12.268228631629558;"Brackestra&szlig;e";230,0;4207,0;32,0;51.314598467355296;7,1875;0;0;2;0;0;0;4
569;Schönau;12.285794564724648;"Sch&ouml;nauer Ring";385,0;4205,0;68,68;51.324012732360785;5,605707629586488;0;0;0;4;1;3;3
570;Lausen-Grünau;12.26977819913877;Liliensteinstr.;470,0;4207,0;89,32;51.3069267190469;5,261979399910435;0;0;0;0;0;2;2
571;Zentrum-West;12.361756426778634;"Mendelsohnstra&szlig;e";410,0;4109,0;58,93;51.3400291784895;6,957407093161378;2;0;2;26;8;6;6
572;Neulindenau;12.316616840678286;"L&uuml;tzner Str.";424,14;4179,0;72,41;51.33108484673821;5,857478248860653;3;0;2;6;2;4;3
573;Zentrum-Nord;12.378258322242155;"Blochmannstra&szlig;e";1240,0;4105,0;116,89;51.36001547318165;10,608264179998287;4;1;1;2;3;3;4
574;Eutritzsch;12.38589570724983;Delitzscher Str.;330,0;4129,0;42,0;51.3750099651547;7,857142857142858;1;0;1;1;2;2;4
575;Zentrum-Nordwest;12.368637376918509;"Jacobstra&szlig;e";1070,0;4105,0;152,32;51.3446217889505;7,02468487394958;7;0;4;44;18;4;10
576;Holzhausen;12.466359229377284;"Walter-Heise-Stra&szlig;e";290,0;4288,0;48,45;51.30295792068261;5,985552115583075;0;0;1;2;0;0;1
577;Zentrum-Nordwest;12.362855814394505;"Leibnizstra&szlig;e";2300,0;4105,0;263,88;51.34647176790661;8,71608306806124;0;0;3;18;5;3;4
578;Zentrum-Nord;12.371859172988286;"Lumumbastra&szlig;e";1488,0;4105,0;185,56;51.3529211218075;8,018969605518429;9;0;10;10;3;4;8
579;Reudnitz-Thonberg;12.411015575286262;"Eilenburger Stra&szlig;e ";355,0;4317,0;53,12;51.331871571157066;6,682981927710844;2;0;1;4;1;4;3
580;Altlindenau;12.32296670969789;"Gro&szlig;mannstra&szlig;e";582,0;4177,0;90,86;51.3415156009268;6,4054589478318285;1;0;1;4;4;7;7
581;Südvorstadt;12.373228650462913;"Karl-Liebknecht-Stra&szlig;e";199,0;4275,0;23,34;51.32399524958551;8,526135389888603;6;0;4;34;16;7;7
582;Möckern;12.353609488391626;"Fehmarner Stra&szlig;e";602,82;4159,0;66,98;51.3723850698075;9,0;0;1;0;1;0;1;1
583;Lausen-Grünau;12.269676427983615;Liliensteinstr.;271,0;4207,0;45,82;51.30722996849884;5,914447839371452;0;0;0;0;0;2;2
584;Reudnitz-Thonberg;12.406507952928779;"Oststra&szlig;e";390,0;4317,0;67,0;51.3315156121562;5,82089552238806;3;0;1;5;3;3;3
585;Sellerhausen-Stünz;12.430735792905828;"Engelmannstra&szlig;e";453,0;4318,0;73,0;51.34303830424675;6,205479452054795;1;0;3;4;1;5;4
586;Zentrum;12.373945927811866;"Hainstra&szlig;e";1182,5;4109,0;139,19;51.341794865111;8,495581579136433;21;2;19;50;32;14;37
587;Sellerhausen-Stünz;12.430735792905828;"Engelmannstra&szlig;e";402,0;4318,0;73,0;51.34303830424675;5,506849315068493;1;0;3;4;1;5;4
588;Volkmarsdorf;12.420499655434089;Eisenbahnstr.;943,25;4315,0;110,97;51.3446900473864;8,500045057222673;4;0;3;2;1;4;7
589;Burghausen-Rückmarsdorf;12.273763150585781;Lindenpark;345,0;4178,0;57,36;51.343234795502795;6,014644351464435;0;0;0;3;1;2;2
590;Reudnitz-Thonberg;12.40617649292676;"Prager Stra&szlig;e";900,0;4317,0;119,04;51.319734417420705;7,560483870967741;2;1;0;5;0;4;4
591;Zentrum-Süd;12.376044965725427;Shakespearestr.;810,0;4107,0;81,0;51.3266416057289;10,0;6;0;3;29;15;9;6
592;Paunsdorf;12.452488263274073;"D&ouml;llingstr.";524,0;4328,0;87,4;51.34747612635566;5,995423340961097;0;0;1;4;1;3;4
593;Zentrum-Ost;12.390947969350504;"Hans-Poeche-Stra&szlig;e";1200,0;4103,0;142,0;51.3441381974903;8,450704225352112;4;0;10;8;7;3;12
594;Schleußig;12.344505105414932;"Industriestra&szlig;e";370,0;4229,0;43,24;51.32368947287897;8,556891766882515;2;0;1;14;3;4;4
595;Gohlis-Mitte;12.376835297956035;Gottschallstr.;280,0;4157,0;40,0;51.3687088484626;7,0;0;0;0;4;3;3;3
596;Leutzsch;12.311905534383211;"Sattelhofstra&szlig;e";338,0;4179,0;52,0;51.343347531445936;6,5;6;0;0;4;1;7;3
597;Altlindenau;12.329558453676205;Friesenstr.;380,0;4177,0;55,84;51.340108211229705;6,80515759312321;13;0;2;8;9;3;8
598;Mockau-Süd;12.405015513655801;Mockauer Str.;474,0;4357,0;72,79;51.367548325198705;6,5118835004808355;2;1;2;4;1;1;4
599;Lausen-Grünau;12.264759626469962;"Zingster Stra&szlig;e";260,0;4207,0;34,0;51.311268223040365;7,647058823529411;0;0;1;0;0;2;2
600;Lausen-Grünau;12.265488762033488;"Zingster Stra&szlig;e";499,0;4207,0;68,1;51.311582999523964;7,327459618208518;0;0;1;0;0;2;2
601;Wahren;12.32223575399516;Rittergutstr.;355,0;4159,0;50,0;51.37247273986401;7,1;0;0;0;6;3;4;4
602;Lausen-Grünau;12.264759626469962;"Zingster Stra&szlig;e";299,0;4207,0;34,0;51.311268223040365;8,794117647058824;0;0;1;0;0;2;2
603;Zentrum-Nordwest;12.365518067531356;Gustav-Adolf-Str.;585,0;4105,0;65,0;51.344921355896396;9,0;3;0;7;25;11;4;6
604;Lausen-Grünau;12.265019236298349;"Zingster Stra&szlig;e";679,0;4207,0;88,0;51.312413693140094;7,715909090909091;0;0;2;0;0;1;2
605;Wahren;12.328954561688194;Georg-Schumann-Str.;309,0;4159,0;44,0;51.372642555721505;7,0227272727272725;0;0;0;4;2;3;5
606;Seehausen;12.412986919566825;Nachtigallenweg;728,0;4356,0;97,0;51.4039913015029;7,505154639175258;0;0;0;0;0;2;0
607;Zentrum-West;12.364878555487854;"Thomasiusstra&szlig;e";598,0;4109,0;65,0;51.341227067859;9,2;7;1;5;31;15;5;9
608;Zentrum-Nordwest;12.360185327611044;"Tschaikowskistra&szlig;e";981,0;4105,0;122,07;51.3464244303582;8,036372573113788;2;0;3;16;5;1;4
609;Lausen-Grünau;12.265019236298349;"Zingster Stra&szlig;e";639,0;4207,0;88,0;51.312413693140094;7,261363636363638;0;0;2;0;0;1;2
610;Liebertwolkwitz;12.468785349858177;"Alte G&auml;rtnerei";290,0;4288,0;35,54;51.278901442323;8,159819921215531;0;0;0;1;0;2;2
611;Schönefeld-Abtnaundorf;12.412096109512445;"Plo&szlig;stra&szlig;e";430,0;4347,0;65,13;51.35330697860326;6,602180254874866;0;0;0;4;0;3;2
612;Südvorstadt;12.382725059655346;Altenburger Str.;664,0;4275,0;61,69;51.3199061810867;10,76349489382396;2;1;3;4;2;2;6
613;Zentrum-Nord;12.373817648578695;"L&ouml;hrstr.";1149,0;4105,0;113,31;51.3452853315889;10,14032300767805;11;1;4;50;21;3;30
614;Möckern;12.350874744976187;"Fehmarner Stra&szlig;e";569,18;4157,0;67,76;51.38524913899972;8,399940968122785;0;0;0;2;1;1;1
615;Gohlis-Süd;12.357079540184007;"P&ouml;litzstra&szlig;e";1440,0;4155,0;195,67;51.359095368839995;7,359329483313742;0;0;4;4;3;5;2
616;Eutritzsch;12.390136860214485;"Anhalter Stra&szlig;e";420,0;4129,0;54,33;51.3644154401005;7,730535615681944;1;0;3;6;1;1;6
617;Schönefeld-Abtnaundorf;12.413977863901325;"Plo&szlig;stra&szlig;e";375,15;4347,0;57,1;51.354163564943896;6,5700525394045535;0;0;0;6;1;3;6
618;Zentrum-West;12.36439217368849;"Friedrich-Ebert-Stra&szlig;e";611,75;4109,0;48,94;51.337675812935025;12,5;0;0;1;20;10;5;6
619;Volkmarsdorf;12.412826729347227;"Mariannenstra&szlig;e";380,0;4315,0;54,0;51.346581031050995;7,037037037037037;5;0;4;6;3;6;4
620;Südvorstadt;12.371389117582094;"Arndtstra&szlig;e";479,0;4275,0;53,51;51.323356338791;8,951597832180902;7;0;4;31;15;8;6
621;Kleinzschocher;12.329495924357323;"Windorfer Stra&szlig;e";320,0;4229,0;40,0;51.31786747975342;8,0;3;0;6;4;1;4;4
622;Schönefeld-Abtnaundorf;12.410109877936005;"Taubestra&szlig;e";475,0;4347,0;66,5;51.35550214792271;7,142857142857142;0;0;0;6;1;4;4
623;Reudnitz-Thonberg;12.395692915944686;"Teubnerstra&szlig;e";938,64;4317,0;78,22;51.3334965693002;12,0;6;0;4;6;2;4;5
624;Mölkau;12.443124736685787;Kastanienring;350,0;4316,0;49,58;51.327964553402275;7,059298104074223;0;0;1;2;0;3;3
625;Connewitz;12.377366626974563;"Meusdorfer Stra&szlig;e";433,5;4277,0;62,0;51.3054135074063;6,991935483870968;6;0;1;13;4;4;4
626;Anger-Crottendorf;12.420253002675285;"Herrnhuter Stra&szlig;e";325,0;4318,0;51,92;51.3332084806367;6,259630200308165;0;1;0;1;2;3;4
627;Gohlis-Nord;12.356185770482035;"Fehmarner Stra&szlig;e";567,42;4157,0;67,55;51.371694886102894;8,4;0;1;0;0;0;1;1
628;Gohlis-Nord;12.356185770482035;"Fehmarner Stra&szlig;e";663,52;4157,0;75,4;51.371694886102894;8,799999999999997;0;1;0;0;0;1;1
629;Möckern;12.350874744976187;"Fehmarner Stra&szlig;e";717,75;4157,0;79,75;51.38524913899972;9,0;0;0;0;2;1;1;1
630;Neulindenau;12.305288264751676;Hafenstr.;854,3;4179,0;79,47;51.3312962158354;10,74996854158802;1;0;0;3;0;1;1
631;Schleußig;12.34100594357594;"K&ouml;nneritzstr.";560,0;4229,0;73,54;51.319302796554204;7,614903453902638;0;0;0;6;1;5;4
632;Gohlis-Nord;12.356185770482035;"Fehmarner Stra&szlig;e";849,47;4157,0;97,64;51.371694886102894;8,700020483408437;0;1;0;0;0;1;1
633;Gohlis-Nord;12.356185770482035;"Fehmarner Stra&szlig;e";1086,7;4157,0;108,67;51.371694886102894;10,0;0;1;0;0;0;1;1
634;Gohlis-Nord;12.356185770482035;"Fehmarner Stra&szlig;e";702,45;4157,0;78,05;51.371694886102894;9,000000000000002;0;1;0;0;0;1;1
635;Möckern;12.350874744976187;"Fehmarner Stra&szlig;e";674,52;4157,0;76,65;51.38524913899972;8,799999999999997;0;0;0;2;1;1;1
636;Gohlis-Nord;12.356185770482035;"Fehmarner Stra&szlig;e";713,17;4157,0;78,37;51.371694886102894;9,100038279954063;0;1;0;0;0;1;1
637;Gohlis-Nord;12.356185770482035;"Fehmarner Stra&szlig;e";678,83;4157,0;77,14;51.371694886102894;8,799974073113821;0;1;0;0;0;1;1
638;Gohlis-Nord;12.356185770482035;"Fehmarner Stra&szlig;e";871,58;4157,0;97,93;51.371694886102894;8,900030634126416;0;1;0;0;0;1;1
639;Leutzsch;12.317439459537947;Landwaisenhausstr.;320,0;4179,0;42,3;51.3467457514749;7,5650118203309695;2;0;1;5;1;4;4
640;Zentrum-Ost;12.3911255030305;"Inselstra&szlig;e";750,0;4103,0;82,4;51.339076209564;9,101941747572814;4;0;3;5;3;7;9
